1	356	222
2	351	193
3	351	167
4	354	135
5	372	158
6	389	183
7	398	207
8	428	212
9	453	218
10	491	223
11	522	216
12	554	217
13	568	195
14	585	172
15	613	138
16	647	140
17	659	162
18	674	182
19	667	213
20	678	232
21	700	271
22	708	288
23	715	326
24	719	353
25	721	376
26	729	410
27	732	449
28	742	478
29	747	513
30	740	553
31	741	596
32	329	240
33	292	262
34	269	270
35	252	297
36	248	325
37	239	365
38	238	405
39	231	438
40	229	483
41	238	572
42	244	583
43	256	605
44	277	642
45	229	526
46	326	365
47	348	356
48	380	357
49	391	383
50	344	390
51	371	397
52	375	377
53	478	372
54	499	354
55	561	351
56	568	365
57	573	388
58	554	395
59	526	398
60	503	392
61	548	365
62	332	485
63	331	507
64	355	513
65	375	515
66	385	492
67	362	480
68	330	531
69	321	557
70	380	535
71	347	560
72	368	570
73	402	574
74	430	566
75	462	553
76	414	554
77	542	381
78	737	627
79	527	349
80	634	122 
